,City,Cloudiness,Country,Date,Humidity,Lat,Longitude,Max Temp,Wind Speed
165,San Patricio,40,US,1612461651,64,28.017,-97.5169,79.0,19.57
166,Kozhva,98,RU,1612461651,92,65.1073,57.0459,-2.4,4.45
167,Hualmay,93,PE,1612461652,62,-11.0964,-77.6139,76.32,9.42
168,Hermanus,40,ZA,1612461652,73,-34.4187,19.2345,71.01,5.99
169,Truckee,1,US,1612461652,85,39.328,-120.1833,30.99,5.26
170,Sumbawanga,40,TZ,1612461652,88,-7.9667,31.6167,64.4,1.72
171,Ōmagari,100,JP,1612461652,94,39.45,140.4833,23.09,15.88
172,Pochutla,75,MX,1612461653,61,15.7432,-96.4661,86.0,7.14
173,Cagsiay,96,PH,1612461653,85,14.2167,121.75,76.91,23.15
174,Nyimba,93,ZM,1612461653,92,-14.5566,30.8149,71.89,3.83
175,Lavrentiya,75,RU,1612461653,85,65.5833,-171.0,-13.88,16.02
176,Alcântara,20,BR,1612461653,62,-2.4089,-44.4147,89.6,16.11
177,Mahébourg,20,MU,1612461653,74,-20.4081,57.7,80.6,9.22
178,Avarua,100,CK,1612461653,89,-21.2078,-159.775,78.8,2.3
179,Kourou,90,GF,1612461609,69,5.1552,-52.6478,82.4,16.11
180,Samarkand,10,UZ,1612461654,61,39.6542,66.9597,46.4,9.22
181,Abu Samrah,98,SY,1612461654,65,35.3029,37.1841,54.37,7.81
182,Kaitangata,1,NZ,1612461655,90,-46.2817,169.8464,44.02,6.98
183,Loukhi,99,RU,1612461655,94,66.0764,33.0381,7.81,11.25
184,Broome,1,US,1612461655,69,42.2506,-75.833,35.01,10.36
185,Kumul,2,CN,1612461655,84,42.8,93.45,27.16,1.19
186,Koulikoro,75,ML,1612461655,14,14.0,-7.75,83.32,1.39
187,Kalabo,51,ZM,1612461655,82,-14.97,22.6814,71.2,3.69
188,Great Falls,75,US,1612461628,47,47.5002,-111.3008,37.0,14.97
189,Arman',97,RU,1612461656,82,59.7,150.1667,-4.92,14.45
190,Riyadh,0,SA,1612461402,23,24.6877,46.7219,71.6,6.91
191,Esim,15,GH,1612461656,80,4.8699,-2.2405,81.52,8.1
192,Birin,1,NP,1612461656,68,26.8865,88.0718,48.36,4.27
193,São Filipe,59,CV,1612461656,76,14.8961,-24.4956,73.4,10.71
194,San Ramon,1,US,1612461363,49,37.7799,-121.978,51.01,3.44
195,Turukhansk,100,RU,1612461359,90,65.8167,87.9833,-14.19,5.26
196,Shirvan,100,AZ,1612461657,63,39.9509,48.8994,52.45,7.27
197,Tomé,40,CL,1612461657,82,-36.6167,-72.95,62.6,19.57
198,Ankang,97,CN,1612461657,72,32.68,109.0172,43.05,0.13
199,Wagar,7,SD,1612461657,18,16.1525,36.2032,78.42,16.96
200,Pevek,0,RU,1612461657,79,69.7008,170.3133,-13.56,8.39
201,Hołoby,100,UA,1612461657,85,51.0865,25.0077,30.99,5.01
202,Robertsport,10,LR,1612461657,79,6.7533,-11.3686,81.55,12.62
203,Los Llanos de Aridane,20,ES,1612461377,48,28.6585,-17.9182,66.2,4.61
204,Jiwani,0,PK,1612461658,58,25.05,61.7417,69.33,8.16
205,Rio Pardo,54,BR,1612461658,61,-29.9897,-52.3781,79.38,15.19
206,White Rock,100,CA,1612461435,94,49.0164,-122.8026,44.01,1.01
207,Leningradskiy,100,RU,1612461658,86,69.3833,178.4167,-24.72,7.45
208,Yishui,100,CN,1612461659,73,35.7847,118.6281,36.64,8.1
209,Hong Kong,0,HK,1612461425,84,22.2855,114.1577,66.0,1.99
210,Calama,0,CL,1612461659,15,-22.4667,-68.9333,77.0,24.16
211,Whitehorse,20,CA,1612461659,76,60.7161,-135.0538,-20.2,2.3
212,Fairbanks,90,US,1612461502,77,64.8378,-147.7164,-7.6,4.61
213,Touros,40,BR,1612461659,55,-5.1989,-35.4608,87.8,16.11
214,Bambous Virieux,20,MU,1612461659,74,-20.3428,57.7575,80.6,9.22
215,Santa Catalina,18,PH,1612461660,79,9.3337,122.8637,77.56,8.61
216,Båtsfjord,75,NO,1612461395,86,70.6345,29.7185,26.6,13.8
217,Kon Tum,15,VN,1612461660,91,14.35,108.0,59.07,2.95
218,Ondjiva,88,AO,1612461660,40,-17.0667,15.7333,78.4,6.04
219,Kilindoni,0,TZ,1612461660,77,-7.9139,39.6668,82.18,12.44
220,Havelock,1,US,1612461661,29,34.8791,-76.9013,51.01,4.32
221,Lagoa,54,PT,1612461661,70,39.05,-27.9833,54.91,26.42
222,Matara,97,LK,1612461661,81,5.9485,80.5353,75.02,6.87
223,Urubamba,75,PE,1612461661,42,-13.3047,-72.1158,62.6,2.3
224,Constitución,66,CL,1612461661,61,-35.3333,-72.4167,71.06,5.99
225,Aklavik,1,CA,1612461661,66,68.2191,-135.0107,-45.4,6.04
226,Ixtapa,1,MX,1612461661,44,20.7,-105.2,77.0,3.44
227,Navalmoral de la Mata,98,ES,1612461662,95,39.8916,-5.5406,46.99,3.0
228,Padang,40,ID,1612461439,94,-0.9492,100.3543,78.8,2.3
229,Aksu,1,CN,1612461662,80,41.1231,80.2644,26.55,1.14
230,Rawson,0,AR,1612461547,14,-43.3002,-65.1023,95.34,9.48
231,Aswān,0,EG,1612461365,40,24.0934,32.907,63.3,9.6
232,Saskylakh,0,RU,1612461662,75,71.9167,114.0833,-42.02,5.01
233,Seydi,92,TM,1612461663,56,39.4816,62.9137,52.45,11.45
234,Manokwari,100,ID,1612461663,81,-0.8667,134.0833,77.94,5.03
235,Coria,98,ES,1612461663,92,39.9879,-6.5377,48.99,1.01
236,Kharp,100,RU,1612461663,88,66.8014,65.8081,-12.12,1.01
237,Huilong,72,CN,1612461663,75,31.8111,121.655,46.99,1.01
238,Sanbu,99,CN,1612461663,74,33.4594,119.1453,40.21,5.44
239,Hithadhoo,75,MV,1612461664,77,-0.6,73.0833,82.26,10.8
240,Cherskiy,2,RU,1612461664,71,68.75,161.3,-9.04,11.83
241,Zima,100,RU,1612461664,96,53.9202,102.0442,13.82,5.68
242,Mossamedes,0,AO,1612461664,71,-15.1961,12.1522,74.03,14.23
243,Harper,24,LR,1612461664,83,4.375,-7.7169,81.3,6.04
244,Zeya,68,RU,1612461665,83,53.75,127.2667,-23.44,1.74
245,Jalu,0,LY,1612461665,54,29.0331,21.5482,60.6,7.05
246,Lorengau,100,PG,1612461665,71,-2.0226,147.2712,82.2,6.31
247,Torbay,90,CA,1612461665,100,47.6666,-52.7314,48.99,5.75
248,Zhaozhou,56,CN,1612461665,93,45.6833,125.3167,-0.63,7.74
249,Yar-Sale,41,RU,1612461665,86,66.8333,70.8333,-24.2,6.78
250,Upernavik,98,GL,1612461666,72,72.7868,-56.1549,-9.58,4.09
251,Severo-Yeniseyskiy,100,RU,1612461666,94,60.3725,93.0408,0.99,8.1
252,Lensk,95,RU,1612461666,88,60.7253,114.9278,-10.28,1.19
253,Luwingu,100,ZM,1612461666,95,-10.2621,29.9271,64.62,4.76
254,Kokorevka,100,RU,1612461666,98,52.5872,34.2778,34.47,6.91
255,Arrondissement de Clermont,90,FR,1612461666,93,49.5,2.4167,48.2,5.75
256,Kaeo,52,NZ,1612461667,92,-35.1,173.7833,60.01,5.01
257,Bafra,17,TR,1612461667,69,41.5678,35.9069,54.0,1.99
258,Aloleng,29,PH,1612461667,73,16.1307,119.7824,76.98,9.33
259,Richards Bay,100,ZA,1612461667,89,-28.783,32.0377,77.18,7.87
260,Port Augusta,34,AU,1612461667,76,-32.5,137.7667,55.4,10.36
261,Marawi,54,PH,1612461667,93,7.9986,124.2928,73.99,5.99
262,Fortuna,20,US,1612461668,100,40.5982,-124.1573,44.01,4.61
263,Jasper,90,US,1612461668,87,37.2001,-94.3502,37.99,24.16
264,Vaitape,10,PF,1612461668,67,-16.5167,-151.75,81.05,4.76
265,Marfino,90,RU,1612461668,93,55.7028,37.3822,26.6,11.18
266,Ust-Kuyga,99,RU,1612461668,82,70.0167,135.6,-28.84,6.4
267,Arlit,35,NE,1612461668,19,18.7369,7.3853,72.19,5.41
268,Baghdad,90,IQ,1612461668,72,33.3406,44.4009,57.2,9.22
269,Kayerkan,99,RU,1612461668,86,69.3497,87.7602,-24.47,2.33
270,Sinop Province,36,TR,1612461669,60,41.7711,34.8709,48.63,2.95
271,Merauke,99,ID,1612461669,88,-8.4667,140.3333,79.09,12.17
272,Sueyoshichō-ninokata,20,JP,1612461669,56,31.65,131.0167,42.8,5.75
273,Skellefteå,75,SE,1612461669,86,64.7507,20.9528,24.01,12.66
274,Chara,96,RU,1612461669,81,56.9064,118.2631,-13.41,0.25
275,Lüderitz,0,NA,1612461669,53,-26.6481,15.1594,72.88,24.52
276,Tiznit Province,33,MA,1612461669,84,29.5833,-9.5,56.19,6.71
277,Dakar,90,SN,1612461623,83,14.6937,-17.4441,69.8,13.8
278,Cidreira,57,BR,1612461404,64,-30.1811,-50.2056,78.76,17.43
279,Zhangjiakou,0,CN,1612461670,74,40.81,114.8794,26.08,4.63
280,Asău,0,RO,1612461670,71,46.4333,26.4,48.2,8.05
281,Azogues,75,EC,1612461670,56,-2.7333,-78.8333,69.8,5.75
282,Krutinka,95,RU,1612461670,94,56.0055,71.5113,7.9,6.35
283,Cascais,75,PT,1612461671,76,38.6979,-9.4215,57.0,4.61
284,Chui,85,UY,1612461671,61,-33.6971,-53.4616,73.56,19.1
285,Sola,100,VU,1612461671,87,-13.8833,167.55,79.57,14.47
286,Kununurra,100,AU,1612461671,100,-15.7667,128.7333,78.8,6.91
287,Saint Anthony,90,US,1612461671,74,45.0205,-93.218,24.8,16.11
288,Qui Nhon,97,VN,1612461671,86,13.7667,109.2333,71.82,11.48
289,Vilyuysk,40,RU,1612461671,80,63.7553,121.6247,-42.09,5.28
290,Mount Gambier,40,AU,1612461672,94,-37.8333,140.7667,55.4,13.8
291,Fort Nelson,75,CA,1612461606,64,58.8053,-122.7002,-14.8,2.3
292,Donskoye,0,RU,1612461672,66,45.4552,41.9741,46.4,8.95
293,Ostrovnoy,100,RU,1612461672,92,68.0531,39.5131,10.69,20.54
294,Biu,5,NG,1612461672,18,10.6129,12.1946,78.85,11.45
295,Nadym,85,RU,1612461672,89,65.5333,72.5167,-15.32,8.23
296,Kesova Gora,99,RU,1612461673,96,57.5836,37.2922,9.77,6.69
297,Marsh Harbour,21,BS,1612461673,48,26.5412,-77.0636,65.05,2.71
298,Bucerías,1,MX,1612461673,44,20.75,-105.3333,77.0,3.44
299,Hofn,100,IS,1612461673,80,64.2539,-15.2082,35.8,12.93
300,Ampanihy,32,MG,1612461673,63,-24.7,44.75,82.13,6.31
301,Madimba,20,TZ,1612461673,83,-10.4,40.3333,80.6,11.5
302,Luau,10,AO,1612461673,82,-10.7073,22.2247,69.15,1.03
303,Alta Floresta,40,BR,1612461639,62,-9.8756,-56.0861,89.6,3.44
304,Bilma,11,NE,1612461674,24,18.6853,12.9164,67.87,6.96
305,Kuril'sk,100,RU,1612461674,89,45.2333,147.8833,14.18,19.01
306,Port Blair,25,IN,1612461674,81,11.6667,92.75,78.93,8.12
307,Mbanza-Ngungu,64,CD,1612461674,90,-5.25,14.8667,73.08,2.77
308,Lālmohan,0,BD,1612461674,58,22.3384,90.7419,66.74,6.78
309,Watertown,40,US,1612461434,60,42.3709,-71.1828,39.99,10.36
310,Novikovo,100,RU,1612461675,97,51.1537,37.8879,37.47,9.26
311,Kropotkin,41,RU,1612461675,64,45.4375,40.5756,49.62,6.26
312,Opuwo,62,NA,1612461675,31,-18.0607,13.84,80.76,10.04
313,Kiryat Gat,100,IL,1612461675,100,31.61,34.7642,59.0,6.69
314,Rio Grande,75,BR,1612461675,88,-32.035,-52.0986,66.2,32.21
315,Goderich,38,CA,1612461659,64,43.7501,-81.7165,30.2,9.22
316,Gigmoto,67,PH,1612461675,84,13.7796,124.39,78.13,16.53
317,Fenoarivo,75,MG,1612461676,94,-18.933,47.4354,68.0,3.44
318,Kamenka,100,RU,1612461676,98,51.3223,42.7678,37.0,11.27
319,Margate,94,GB,1612461676,87,51.3813,1.3862,46.0,1.99
320,Cairns,40,AU,1612461544,88,-16.9167,145.7667,77.0,2.3
321,Qena,20,EG,1612461676,63,26.1615,32.7183,64.4,3.44
322,Brigantine,1,US,1612461677,52,39.4101,-74.3646,42.01,19.57
323,Mayo,1,US,1612461677,38,38.8876,-76.5119,44.01,11.5
324,Broken Hill,85,AU,1612461677,46,-31.95,141.4333,71.6,11.5
325,Chervishevo,90,RU,1612461677,86,56.9464,65.4278,15.8,11.18
326,Sharan,100,RU,1612461677,97,54.8167,54.0,35.11,7.43
327,Itoman,20,JP,1612461677,63,26.1247,127.6694,60.8,6.91
328,Umluj,62,SA,1612461619,48,25.0213,37.2685,70.29,7.9
329,Lianzhou,52,CN,1612461678,60,24.7811,112.3825,65.77,2.39
330,Kloulklubed,75,PW,1612461678,89,7.0419,134.2556,78.8,6.91
331,Greensburg,1,US,1612461678,47,40.3015,-79.5389,34.0,4.61
332,Kurchum,100,KZ,1612461678,97,48.5722,83.6542,20.84,1.86
333,Lodwar,0,KE,1612461678,31,3.1191,35.5973,86.2,9.55
334,Lavaca,75,US,1612461523,57,28.615,-96.6261,77.0,23.02
335,Arrondissement d'Ajaccio,0,FR,1612461458,82,42.0,8.9167,55.4,3.44
336,San Quintín,88,MX,1612461679,72,30.4833,-115.95,60.91,14.47
337,Luanda,20,AO,1612461679,78,-8.8368,13.2343,80.6,11.5
338,Taitung City,75,TW,1612461679,77,22.7583,121.1444,66.2,5.75
339,Tabou,23,CI,1612461679,84,4.423,-7.3528,81.16,7.05
340,Tiksi,98,RU,1612461680,87,71.6872,128.8694,-23.03,4.05
341,Vung Tau,4,VN,1612461680,82,10.346,107.0843,75.18,18.81
342,Qūchān,21,IR,1612461680,64,37.106,58.5095,38.7,3.04
343,Oranjemund,2,NA,1612461680,88,-28.55,16.4333,64.54,17.29
344,Nanortalik,100,GL,1612461680,81,60.1432,-45.2371,22.44,1.97
345,Keti Bandar,0,PK,1612461680,46,24.1447,67.4497,66.22,6.17
346,Sørland,20,NO,1612461681,65,67.667,12.6934,37.4,12.66
347,Jiuquan,0,CN,1612461681,70,39.7432,98.5174,27.21,5.35
348,Megion,90,RU,1612461681,85,61.0296,76.1136,3.2,4.47
349,Ust-Tsilma,100,RU,1612461681,91,65.441,52.1498,-1.89,6.44
350,Ōhara,20,JP,1612461681,80,35.25,140.3833,39.2,4.61
351,Baiyin,0,CN,1612461681,45,36.5583,104.2081,34.0,2.24
352,Coolum Beach,32,AU,1612461681,96,-26.5333,153.1,69.01,1.01
353,Betong,80,TH,1612461682,92,5.7743,101.0723,65.73,2.89
354,Beloha,75,MG,1612461682,66,-25.1667,45.05,81.73,9.82
355,Vestmannaeyjar,75,IS,1612461682,81,63.4427,-20.2734,37.4,28.77
356,Ranong,49,TH,1612461682,86,9.9658,98.6348,75.56,4.68
357,Yabrūd,75,SY,1612461682,76,33.9674,36.6574,53.6,16.11
